order_id,order_date,customer_id,customer_segment,age_group,marketing_channel,device,product_category,unit_price,discount_percent,quantity,final_order_value,delivery_days,customer_rating,returned
ORD100812,2025-01-01,CUST00475,new,18-24,organic,mobile,electronics,148.09,30,2,207.33,3,4,False
ORD104671,2025-01-01,CUST01849,new,55+,organic,mobile,clothing,24.08,0,2,48.16,3,5,False
ORD103914,2025-01-01,CUST02568,new,18-24,social_media,mobile,clothing,35.45,15,3,90.4,4,5,False
ORD100351,2025-01-01,CUST00314,returning,35-44,social_media,desktop,home,62.73,5,1,59.59,6,5,False
ORD103833,2025-01-01,CUST02147,returning,35-44,referral,mobile,electronics,62.53,30,2,87.54,8,5,True
ORD100997,2025-01-01,CUST02876,new,45-54,referral,mobile,beauty,27.59,0,1,27.59,2,5,False
ORD104750,2025-01-01,CUST03032,returning,25-34,email,desktop,clothing,27.06,10,1,24.35,4,5,False
ORD103603,2025-01-01,CUST01086,new,45-54,organic,mobile,beauty,53.03,10,1,47.73,4,5,False
ORD103582,2025-01-01,CUST01373,returning,45-54,organic,desktop,home,85.48,0,1,85.48,5,5,False
ORD101096,2025-01-01,CUST00900,new,55+,search_ads,mobile,home,81.34,15,1,69.14,7,4,False
ORD103393,2025-01-01,CUST02251,returning,55+,search_ads,mobile,home,154.55,15,2,262.74,4,5,False
ORD101216,2025-01-01,CUST00747,new,55+,social_media,mobile,clothing,38.55,10,2,69.39,3,5,False
ORD101262,2025-01-01,CUST02919,returning,25-34,social_media,desktop,electronics,324.83,10,3,877.04,8,5,True
ORD102252,2025-01-01,CUST03107,returning,18-24,organic,desktop,home,78.19,20,1,62.55,4,5,False
ORD103245,2025-01-01,CUST02227,new,55+,referral,mobile,electronics,68.67,10,3,185.41,7,5,False
ORD105158,2025-01-01,CUST01360,returning,45-54,social_media,mobile,home,90.03,0,3,270.09,5,5,False
ORD102176,2025-01-01,CUST02755,new,18-24,organic,mobile,electronics,156.42,15,1,132.96,5,5,False
ORD102003,2025-01-01,CUST02587,new,45-54,referral,desktop,clothing,34.4,15,3,87.72,4,5,False
ORD102245,2025-01-01,CUST02582,new,25-34,social_media,desktop,electronics,142.13,15,1,120.81,6,4,False
ORD101975,2025-01-01,CUST01013,returning,35-44,organic,desktop,home,101.24,10,1,91.12,5,5,False
ORD101976,2025-01-01,CUST01359,returning,18-24,referral,desktop,home,128.84,10,2,231.91,5,5,False
ORD103517,2025-01-02,CUST02951,new,18-24,search_ads,mobile,clothing,64.97,30,2,90.96,6,5,False
ORD103957,2025-01-02,CUST01301,new,35-44,search_ads,desktop,clothing,52.2,15,1,44.37,6,4,False
ORD102664,2025-01-02,CUST02655,returning,35-44,social_media,mobile,clothing,17.14,20,1,13.71,5,4,False
ORD102647,2025-01-02,CUST03115,returning,35-44,organic,mobile,electronics,58.1,0,1,58.1,10,4,False
ORD100804,2025-01-02,CUST00589,returning,25-34,email,desktop,home,133.44,5,2,253.54,10,4,False
ORD103554,2025-01-02,CUST00218,new,45-54,social_media,desktop,beauty,36.56,0,3,109.68,3,4,False
ORD101078,2025-01-02,CUST00752,new,25-34,social_media,desktop,clothing,83.74,15,2,142.36,9,5,False
ORD100771,2025-01-02,CUST02155,new,45-54,search_ads,desktop,beauty,59.73,0,1,59.73,4,5,False
ORD102960,2025-01-02,CUST02894,new,35-44,organic,mobile,clothing,60.14,15,1,51.12,4,5,False
ORD102593,2025-01-02,CUST03024,new,35-44,referral,mobile,clothing,39.74,0,1,39.74,3,5,False
ORD102567,2025-01-02,CUST03196,new,45-54,search_ads,mobile,sports,127.87,15,3,326.07,4,5,False
ORD100285,2025-01-02,CUST01737,returning,35-44,social_media,mobile,clothing,62.79,0,3,188.37,5,4,False
ORD104637,2025-01-02,CUST00184,new,55+,search_ads,mobile,clothing,92.01,20,1,73.61,6,5,False
ORD103005,2025-01-02,CUST01431,returning,18-24,social_media,mobile,home,125.0,0,2,250.0,6,4,False
ORD100718,2025-01-02,CUST02142,returning,18-24,organic,desktop,sports,75.35,0,1,75.35,2,5,True
ORD100008,2025-01-02,CUST01712,returning,35-44,social_media,mobile,beauty,29.37,0,1,29.37,4,5,False
ORD105190,2025-01-02,CUST00430,returning,25-34,social_media,desktop,home,96.98,10,2,174.56,6,5,True
ORD100756,2025-01-02,CUST00312,returning,55+,search_ads,desktop,clothing,52.72,15,2,89.62,3,4,False
ORD103953,2025-01-02,CUST02335,returning,35-44,organic,mobile,clothing,18.92,0,2,37.84,5,5,False
ORD105020,2025-01-02,CUST00768,returning,18-24,search_ads,desktop,clothing,23.95,30,3,50.29,3,5,False
ORD100392,2025-01-02,CUST00240,new,35-44,search_ads,desktop,home,62.89,15,2,106.91,3,5,False
ORD105155,2025-01-02,CUST01995,new,45-54,email,mobile,electronics,184.2,15,1,156.57,5,4,False
ORD100320,2025-01-02,CUST02373,returning,35-44,social_media,mobile,home,67.96,30,2,95.14,3,5,False
ORD102821,2025-01-02,CUST00392,new,25-34,referral,mobile,electronics,181.74,5,1,172.65,13,5,False
ORD100919,2025-01-02,CUST02053,new,55+,email,mobile,home,160.34,10,1,144.31,3,5,False
ORD101500,2025-01-02,CUST02429,returning,18-24,social_media,desktop,home,101.25,10,2,182.25,4,5,False
ORD100149,2025-01-02,CUST01582,returning,35-44,referral,mobile,electronics,199.8,5,2,379.62,6,4,False
ORD101541,2025-01-02,CUST02339,returning,25-34,organic,mobile,electronics,132.5,0,3,397.5,8,5,True
ORD101494,2025-01-02,CUST02471,new,55+,search_ads,desktop,electronics,91.02,10,3,245.75,5,5,False
ORD102165,2025-01-02,CUST02184,returning,35-44,email,mobile,electronics,120.53,10,2,216.95,7,4,False
ORD101554,2025-01-02,CUST01310,returning,25-34,social_media,desktop,clothing,28.79,0,2,57.58,5,4,False
ORD102785,2025-01-02,CUST00672,returning,18-24,social_media,mobile,electronics,105.05,10,1,94.54,7,4,False
ORD102180,2025-01-02,CUST01272,new,25-34,organic,mobile,clothing,26.55,0,3,79.65,3,4,False
ORD100900,2025-01-02,CUST01923,returning,25-34,organic,desktop,beauty,30.33,0,3,90.99,3,5,False
ORD103607,2025-01-02,CUST01762,new,35-44,email,mobile,home,102.27,10,1,92.04,5,5,True
ORD102729,2025-01-02,CUST02165,new,55+,organic,mobile,clothing,21.48,15,3,54.77,7,4,False
ORD103588,2025-01-02,CUST02197,new,35-44,social_media,mobile,beauty,35.85,0,1,35.85,5,5,False
ORD105187,2025-01-02,CUST01414,returning,25-34,social_media,mobile,beauty,18.78,20,1,15.02,3,5,False
ORD102690,2025-01-02,CUST00954,returning,35-44,social_media,desktop,clothing,49.16,15,3,125.36,5,5,False
ORD100682,2025-01-02,CUST00313,returning,25-34,search_ads,mobile,sports,61.75,15,2,104.98,6,5,False
ORD103678,2025-01-02,CUST01440,returning,35-44,social_media,mobile,beauty,30.37,10,1,27.33,6,5,False
ORD100209,2025-01-02,CUST00126,new,18-24,organic,desktop,sports,72.04,0,1,72.04,3,4,False
ORD104403,2025-01-02,CUST03164,new,35-44,organic,mobile,clothing,23.92,30,1,16.74,5,4,False
ORD100546,2025-01-02,CUST02246,new,35-44,social_media,mobile,electronics,431.19,0,1,431.19,6,5,False
ORD104182,2025-01-02,CUST01824,returning,25-34,email,mobile,home,99.53,10,3,268.73,8,5,False
ORD101830,2025-01-02,CUST00101,returning,18-24,organic,desktop,beauty,26.18,15,1,22.25,6,4,False
ORD102429,2025-01-02,CUST01551,returning,35-44,organic,mobile,sports,110.47,20,1,88.38,4,4,False
ORD101903,2025-01-02,CUST01595,returning,55+,search_ads,mobile,electronics,377.23,20,2,603.57,8,5,False
ORD105081,2025-01-02,CUST00880,new,35-44,social_media,mobile,electronics,80.22,5,2,152.42,12,4,False
ORD104894,2025-01-02,CUST00207,returning,35-44,social_media,mobile,clothing,19.8,20,2,31.68,6,4,False
ORD101913,2025-01-02,CUST01961,new,35-44,organic,mobile,beauty,13.25,5,1,12.59,3,5,False
ORD105194,2025-01-02,CUST00094,new,18-24,organic,mobile,electronics,214.69,0,1,214.69,6,5,False
ORD102032,2025-01-02,CUST02952,returning,25-34,organic,desktop,clothing,53.09,5,2,100.87,7,4,False
ORD101291,2025-01-02,CUST02593,new,55+,organic,desktop,clothing,44.46,5,3,126.71,3,5,False
ORD103420,2025-01-02,CUST00147,returning,35-44,referral,desktop,home,138.75,15,2,235.88,3,5,False
ORD102339,2025-01-02,CUST00862,new,55+,search_ads,desktop,clothing,91.35,10,2,164.43,3,5,False
ORD103200,2025-01-02,CUST00521,returning,35-44,referral,mobile,electronics,265.04,10,1,238.54,6,5,False
ORD102318,2025-01-02,CUST00053,returning,18-24,search_ads,mobile,beauty,35.75,0,1,35.75,4,5,False
ORD104596,2025-01-02,CUST02402,returning,35-44,social_media,mobile,clothing,100.48,10,1,90.43,4,4,False
ORD102315,2025-01-02,CUST02379,returning,25-34,organic,mobile,sports,53.4,5,1,50.73,5,5,False
ORD105068,2025-01-02,CUST00065,new,55+,social_media,mobile,sports,15.72,5,1,14.93,4,4,False
ORD103436,2025-01-02,CUST01253,returning,35-44,search_ads,mobile,home,142.1,20,1,113.68,6,5,False
ORD104462,2025-01-02,CUST00341,new,35-44,referral,desktop,beauty,31.99,0,1,31.99,6,5,False
ORD100477,2025-01-02,CUST02681,new,25-34,organic,mobile,beauty,31.44,20,2,50.3,6,4,False
ORD102334,2025-01-02,CUST00347,returning,45-54,search_ads,mobile,beauty,21.53,15,3,54.9,6,5,False
ORD101736,2025-01-02,CUST00702,returning,25-34,referral,mobile,electronics,64.88,10,3,175.18,7,5,False
ORD104495,2025-01-02,CUST01596,new,35-44,organic,mobile,sports,48.6,0,1,48.6,4,5,False
ORD100403,2025-01-02,CUST01725,returning,25-34,search_ads,mobile,sports,53.62,20,2,85.79,2,4,False
ORD100246,2025-01-03,CUST03002,returning,25-34,organic,mobile,clothing,26.03,10,1,23.43,6,5,False
ORD101024,2025-01-03,CUST00990,returning,35-44,social_media,desktop,beauty,27.96,10,3,75.49,8,4,False
ORD101023,2025-01-03,CUST00603,returning,18-24,search_ads,mobile,electronics,170.97,10,2,307.75,7,4,True
ORD104902,2025-01-03,CUST01845,new,35-44,search_ads,mobile,electronics,193.49,20,1,154.79,7,5,False
ORD101223,2025-01-03,CUST00445,new,35-44,email,desktop,sports,79.39,0,1,79.39,6,5,False
ORD102930,2025-01-03,CUST01681,new,45-54,email,mobile,clothing,29.95,0,3,89.85,7,5,False
ORD103330,2025-01-03,CUST01854,returning,45-54,social_media,mobile,beauty,37.9,0,1,37.9,8,4,True
ORD101281,2025-01-03,CUST02584,new,25-34,organic,mobile,clothing,60.35,0,1,60.35,3,4,False
ORD103643,2025-01-03,CUST01331,new,55+,organic,desktop,beauty,25.24,0,1,25.24,6,5,False
ORD103206,2025-01-03,CUST01861,returning,35-44,social_media,mobile,clothing,63.71,15,1,54.15,7,5,False
ORD101145,2025-01-03,CUST00634,new,25-34,search_ads,desktop,clothing,36.67,10,3,99.01,3,5,False
ORD102089,2025-01-03,CUST01295,returning,18-24,search_ads,mobile,home,31.92,15,1,27.13,2,4,False
ORD101050,2025-01-03,CUST02970,new,45-54,search_ads,desktop,clothing,22.09,20,1,17.67,2,4,True
ORD101347,2025-01-03,CUST02568,returning,18-24,social_media,mobile,clothing,70.67,20,3,169.61,2,5,False
ORD101113,2025-01-03,CUST03101,new,25-34,organic,desktop,clothing,62.4,5,1,59.28,3,5,False
ORD100309,2025-01-03,CUST01111,returning,25-34,search_ads,desktop,clothing,28.09,10,1,25.28,4,5,False
ORD100267,2025-01-03,CUST01294,returning,25-34,organic,mobile,home,108.34,15,1,92.09,4,5,False
ORD103032,2025-01-03,CUST00802,new,55+,email,mobile,electronics,284.92,10,3,769.28,7,5,False
ORD103021,2025-01-03,CUST02892,returning,35-44,search_ads,mobile,clothing,56.42,15,2,95.91,4,4,True
ORD103434,2025-01-03,CUST01314,new,35-44,organic,mobile,clothing,44.91,10,1,40.42,8,4,True
ORD103167,2025-01-03,CUST00640,returning,45-54,organic,mobile,beauty,33.14,0,2,66.28,4,5,False
ORD100205,2025-01-03,CUST02620,new,25-34,referral,mobile,beauty,37.78,20,2,60.45,6,4,False
ORD102953,2025-01-03,CUST02989,new,35-44,social_media,mobile,electronics,165.19,0,3,495.57,9,2,False
ORD103425,2025-01-03,CUST01520,returning,18-24,search_ads,mobile,clothing,27.08,20,1,21.66,5,5,True
ORD103180,2025-01-03,CUST00388,returning,45-54,email,desktop,beauty,14.21,0,2,28.42,12,4,False
ORD101450,2025-01-03,CUST01918,new,25-34,social_media,mobile,clothing,27.2,5,1,25.84,8,5,True
ORD103557,2025-01-03,CUST01275,new,55+,social_media,mobile,home,199.84,0,3,599.52,6,4,False
ORD101062,2025-01-03,CUST02149,new,18-24,social_media,mobile,electronics,134.91,0,2,269.82,6,5,False
ORD103402,2025-01-03,CUST00301,returning,45-54,social_media,mobile,clothing,9.55,10,1,8.6,4,5,False
ORD104831,2025-01-03,CUST00625,returning,35-44,organic,desktop,beauty,18.83,0,1,18.83,4,4,False
ORD102086,2025-01-03,CUST01146,returning,35-44,referral,desktop,clothing,32.98,10,1,29.68,8,4,False
ORD103839,2025-01-03,CUST02634,returning,35-44,search_ads,desktop,electronics,257.73,20,1,206.18,6,4,False
ORD103288,2025-01-03,CUST00377,new,25-34,email,desktop,beauty,52.92,10,2,95.26,5,5,False
ORD100988,2025-01-03,CUST00793,new,55+,organic,mobile,clothing,22.73,15,2,38.64,4,4,False
ORD100794,2025-01-03,CUST00983,returning,55+,email,desktop,beauty,14.13,15,2,24.02,3,5,False
ORD100774,2025-01-03,CUST02851,returning,35-44,email,desktop,sports,62.05,0,2,124.1,11,4,False
ORD100752,2025-01-03,CUST00775,new,35-44,email,desktop,clothing,49.08,10,2,88.34,5,5,False
ORD100748,2025-01-03,CUST00083,returning,18-24,referral,mobile,clothing,38.38,15,2,65.25,5,5,False
ORD102440,2025-01-03,CUST01689,new,35-44,organic,mobile,electronics,222.71,15,1,189.3,8,4,False
ORD102565,2025-01-03,CUST01999,new,25-34,social_media,desktop,beauty,24.52,5,1,23.29,7,4,True
ORD102067,2025-01-03,CUST01534,new,25-34,email,mobile,beauty,26.0,30,3,54.6,4,4,False
ORD101693,2025-01-03,CUST00246,new,45-54,social_media,mobile,beauty,50.28,0,3,150.84,6,5,False
ORD102349,2025-01-03,CUST00854,returning,25-34,social_media,mobile,clothing,21.8,15,1,18.53,11,5,False
ORD100436,2025-01-03,CUST02820,returning,55+,social_media,desktop,electronics,163.97,0,1,163.97,4,5,False
ORD101789,2025-01-03,CUST01666,new,18-24,social_media,mobile,sports,36.57,0,1,36.57,6,5,False
ORD104602,2025-01-03,CUST00413,returning,18-24,social_media,desktop,electronics,77.0,5,2,146.3,9,5,False
ORD100086,2025-01-03,CUST02424,new,35-44,search_ads,mobile,clothing,55.01,20,2,88.02,5,5,False
ORD104247,2025-01-03,CUST02565,returning,25-34,search_ads,desktop,home,117.08,10,2,210.74,6,5,False
ORD101694,2025-01-03,CUST02661,new,55+,referral,desktop,clothing,71.98,0,1,71.98,5,5,False
ORD100837,2025-01-03,CUST02285,new,25-34,social_media,desktop,beauty,44.9,15,1,38.16,8,4,False
ORD100088,2025-01-03,CUST01054,new,35-44,search_ads,mobile,clothing,16.63,20,1,13.3,11,4,False
ORD103918,2025-01-03,CUST01129,returning,35-44,organic,mobile,beauty,17.97,15,1,15.27,3,5,False
ORD103897,2025-01-03,CUST02782,new,18-24,social_media,desktop,electronics,128.48,5,2,244.11,9,4,False
ORD103928,2025-01-03,CUST02073,new,55+,search_ads,desktop,home,79.06,30,1,55.34,7,4,True
ORD100471,2025-01-03,CUST02655,returning,25-34,search_ads,mobile,home,129.23,15,3,329.54,5,5,False
ORD105010,2025-01-03,CUST00718,new,25-34,social_media,desktop,beauty,10.74,0,2,21.48,6,5,False
ORD103756,2025-01-03,CUST02790,returning,35-44,organic,desktop,beauty,29.17,5,2,55.42,3,4,False
ORD100899,2025-01-03,CUST00528,new,45-54,email,mobile,electronics,150.01,0,1,150.01,7,5,False
ORD101238,2025-01-03,CUST00740,returning,55+,social_media,desktop,beauty,37.05,15,1,31.49,4,4,False
ORD102082,2025-01-03,CUST00439,returning,45-54,organic,desktop,electronics,245.39,30,1,171.77,5,4,False
ORD104717,2025-01-03,CUST02096,new,55+,organic,mobile,sports,49.93,15,1,42.44,5,5,False
ORD100326,2025-01-03,CUST02095,new,55+,referral,desktop,clothing,68.83,0,2,137.66,5,4,False
ORD101197,2025-01-04,CUST00640,new,35-44,search_ads,desktop,sports,48.49,0,3,145.47,11,2,False
ORD104324,2025-01-04,CUST01407,new,35-44,organic,mobile,electronics,207.31,0,3,621.93,8,3,False
ORD104400,2025-01-04,CUST02496,returning,25-34,organic,mobile,clothing,21.44,10,2,38.59,2,5,False
ORD104864,2025-01-04,CUST01975,returning,18-24,organic,desktop,electronics,149.84,5,1,142.35,5,4,False
ORD104357,2025-01-04,CUST01492,new,25-34,social_media,desktop,clothing,67.15,0,1,67.15,3,4,False
ORD100535,2025-01-04,CUST02629,returning,25-34,organic,mobile,home,115.23,15,2,195.89,6,4,False
ORD103361,2025-01-04,CUST01773,returning,18-24,search_ads,mobile,home,67.74,10,2,121.93,8,4,True
ORD104485,2025-01-04,CUST01628,new,55+,search_ads,desktop,sports,69.01,30,1,48.31,6,5,False
ORD104550,2025-01-04,CUST01899,new,55+,email,desktop,sports,102.68,10,3,277.24,6,5,False
ORD100519,2025-01-04,CUST02393,returning,35-44,organic,mobile,electronics,238.9,10,1,215.01,5,5,False
ORD101209,2025-01-04,CUST02367,new,55+,search_ads,desktop,beauty,41.23,0,2,82.46,4,5,False
ORD104842,2025-01-04,CUST02663,returning,55+,search_ads,desktop,electronics,222.36,10,2,400.25,3,5,True
ORD100247,2025-01-04,CUST01953,returning,35-44,search_ads,mobile,home,182.02,15,1,154.72,3,4,False
ORD100241,2025-01-04,CUST02966,new,45-54,organic,mobile,clothing,11.6,10,3,31.32,8,5,False
ORD100508,2025-01-04,CUST02113,new,35-44,search_ads,desktop,home,69.47,30,3,145.89,7,5,False
ORD101214,2025-01-04,CUST00453,new,45-54,organic,desktop,sports,10.08,5,1,9.58,8,4,False
ORD104423,2025-01-04,CUST02989,new,45-54,email,desktop,home,78.23,0,3,234.69,5,5,False
ORD104432,2025-01-04,CUST02693,new,35-44,social_media,mobile,electronics,140.63,10,2,253.13,6,4,False
ORD104205,2025-01-04,CUST00537,returning,25-34,organic,mobile,clothing,25.48,20,1,20.38,4,5,False
ORD104595,2025-01-04,CUST02096,new,18-24,search_ads,desktop,clothing,37.34,20,1,29.87,6,5,False
ORD102085,2025-01-04,CUST00885,returning,25-34,social_media,desktop,home,154.63,20,1,123.7,7,4,False
ORD103749,2025-01-04,CUST02986,returning,25-34,referral,desktop,clothing,113.93,20,2,182.29,5,5,False
ORD100918,2025-01-04,CUST00005,returning,35-44,social_media,mobile,beauty,12.45,0,3,37.35,6,5,False
ORD100883,2025-01-04,CUST02284,new,35-44,email,desktop,home,40.84,10,3,110.27,3,5,False
ORD100875,2025-01-04,CUST02007,new,45-54,email,desktop,beauty,16.28,10,1,14.65,6,5,False
ORD100871,2025-01-04,CUST00139,new,45-54,organic,mobile,clothing,27.05,0,1,27.05,7,3,False
ORD100288,2025-01-04,CUST02126,new,25-34,referral,mobile,home,73.91,0,2,147.82,9,5,False
ORD101087,2025-01-04,CUST02480,returning,25-34,social_media,desktop,sports,144.13,0,3,432.39,4,5,False
ORD101978,2025-01-04,CUST01933,returning,18-24,search_ads,mobile,home,112.15,30,2,157.01,9,4,False
ORD100731,2025-01-04,CUST02196,returning,25-34,organic,desktop,home,56.0,10,3,151.2,5,4,False
ORD103431,2025-01-04,CUST03198,returning,25-34,organic,mobile,clothing,91.94,5,2,174.69,4,5,False
ORD104796,2025-01-04,CUST00607,new,18-24,social_media,mobile,electronics,271.22,10,2,488.2,8,3,True
ORD103519,2025-01-04,CUST02466,new,25-34,social_media,desktop,clothing,28.47,10,1,25.62,5,5,False
ORD104121,2025-01-04,CUST00279,new,35-44,organic,mobile,sports,51.92,15,1,44.13,8,4,False
ORD104125,2025-01-04,CUST02484,returning,35-44,search_ads,mobile,clothing,21.06,10,1,18.95,3,5,False
ORD103478,2025-01-04,CUST01405,new,45-54,organic,mobile,sports,69.51,10,1,62.56,5,5,False
ORD103662,2025-01-04,CUST02521,new,35-44,organic,mobile,electronics,99.75,0,2,199.5,7,3,True
ORD103439,2025-01-04,CUST03029,new,35-44,search_ads,mobile,home,128.77,10,2,231.79,5,5,False
ORD100404,2025-01-04,CUST01444,returning,18-24,organic,desktop,electronics,173.65,0,2,347.3,6,5,False
ORD104208,2025-01-04,CUST00520,returning,55+,organic,mobile,beauty,22.68,10,3,61.24,5,5,False
ORD101153,2025-01-04,CUST00681,new,45-54,search_ads,mobile,sports,82.64,20,1,66.11,4,5,False
ORD100655,2025-01-04,CUST02773,returning,45-54,email,desktop,sports,140.7,10,3,379.89,2,4,False
ORD101101,2025-01-04,CUST01130,returning,25-34,organic,desktop,home,90.94,0,2,181.88,9,5,False
ORD101879,2025-01-04,CUST01416,new,45-54,organic,desktop,electronics,63.27,0,3,189.81,7,5,False
ORD103391,2025-01-04,CUST00013,new,45-54,referral,desktop,beauty,54.06,5,1,51.36,3,4,False
ORD101322,2025-01-04,CUST02055,new,18-24,email,mobile,electronics,263.9,10,2,475.02,7,3,False
ORD104983,2025-01-04,CUST01352,returning,55+,email,mobile,sports,54.43,15,1,46.27,4,4,False
ORD104929,2025-01-04,CUST02777,returning,18-24,search_ads,desktop,beauty,43.35,30,1,30.34,4,5,False
ORD102127,2025-01-04,CUST02101,returning,25-34,referral,desktop,home,87.31,0,3,261.93,3,5,False
ORD102533,2025-01-04,CUST00094,new,45-54,search_ads,mobile,home,70.6,10,2,127.08,6,5,False
ORD103152,2025-01-04,CUST01590,new,55+,organic,desktop,electronics,52.77,15,2,89.71,8,5,False
ORD102950,2025-01-04,CUST02690,returning,45-54,organic,mobile,home,83.37,0,1,83.37,3,4,False
ORD101730,2025-01-04,CUST01606,returning,35-44,social_media,desktop,beauty,31.24,5,3,89.03,6,5,False
ORD101536,2025-01-04,CUST00162,new,35-44,search_ads,desktop,home,98.2,30,2,137.48,4,5,False
ORD103175,2025-01-04,CUST02874,new,18-24,organic,desktop,beauty,47.19,10,1,42.47,5,4,False
ORD102932,2025-01-04,CUST00801,new,25-34,organic,mobile,beauty,34.93,15,2,59.38,5,4,False
ORD102498,2025-01-04,CUST01607,returning,45-54,organic,desktop,home,284.1,15,1,241.48,1,5,False
ORD102935,2025-01-04,CUST00035,new,35-44,social_media,desktop,electronics,139.38,0,1,139.38,5,4,False
ORD101412,2025-01-04,CUST01434,returning,18-24,organic,mobile,electronics,93.05,0,2,186.1,10,5,True
ORD102464,2025-01-04,CUST00487,new,55+,referral,mobile,clothing,45.99,0,1,45.99,5,5,True
ORD101524,2025-01-04,CUST00225,new,35-44,email,mobile,electronics,163.28,0,1,163.28,8,4,True
ORD101566,2025-01-04,CUST02157,new,45-54,referral,desktop,clothing,17.51,0,1,17.51,8,5,False
ORD101896,2025-01-04,CUST01659,returning,25-34,search_ads,mobile,beauty,44.3,10,2,79.74,5,5,False
ORD101633,2025-01-04,CUST00905,returning,25-34,referral,desktop,beauty,14.68,10,2,26.42,7,5,False
